job_id,company,title,location,job_url,canonical_application_url,source,date_discovered,date_posted,date_updated,status,fit_score,fit_tier,role_family,seniority,key_requirements,matching_strengths,main_gaps,resume_variant,networking_priority,application_priority,last_checked,notes,full_description_hash,description_file,is_medical_false_positive,company_slug,source_id,stale_flag,last_verified,merged_from,opportunity_level,recommended_action,priority_v2,score_explanation,score_confidence,missing_info,override_reason,last_scored,ats_score,keyword_match_score,keyword_matched,keyword_missing,ats_issues,last_ats_check,review_flag,application_status,audit_verdict,audit_reasons,audit_date,application_ids,referral_contacts,referral_contact_urls,days_since_checked
amazon_web_services_aws_applied_scientist_agentic_ai_aws_agentic_ai_4455911793,Amazon Web Services (AWS),"Applied scientist, Agentic AI, AWS Agentic AI",United States,https://www.linkedin.com/jobs/view/4455911793/,https://www.linkedin.com/jobs/view/4455911793/,linkedin,2026-08-26,,,open,,,,,,35 connections work here,,,,,,"linkedin logged-in sweep 2026-08-26 past-week US (geoId=103644278); location from search geo-filter; 35 connections work here | audit 2026-08-26: borderline - Core quals met: MS + ~4.5 yrs satisfies 'Master's degree and 3+ years' path; agentic AI systems, RL (PPO/DQN/reward shaping), and eval/benchmark experience directly match the team's stated areas; Basic qualification requires patents/publications at top-tier peer-reviewed venues; candidate profile shows no publication or patent evidence",,,,amazon_web_services_aws,4455911793,,,,L4,STRETCH,44.2,"fit=12.0 research=2.18(+agentic,benchmark,publications) tech=0.0 agentic=1.56(+agentic) pt=0.0(+) attainability=13.0[] advantage=1.2['existing_connection_or_referral'] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,borderline,,2026-08-26,,,,
,Scale AI,"Machine Learning Research Scientist, Evaluations","Seattle, WA",https://www.linkedin.com/jobs/view/4459623309/,https://www.linkedin.com/jobs/view/4459623309/,linkedin_guest_api,2026-08-27,2026-08-27,,open,,,,,,,,,,,,posted_rel=14 hours ago; sweep=linkedin_sweep_2026-08-27.json,,,,scale_ai,li_4459623309,,,,L4,STRETCH,42.9,"fit=12.0 research=1.64(+evaluation,research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=6.24 strategy=5.0 referral=0.5 loc=3.0 urgency=3.0",low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,,,,,,,
,Scale AI,"Machine Learning Research Scientist, Evaluations",New York City Metropolitan Area,https://www.linkedin.com/jobs/view/4459634229/,https://www.linkedin.com/jobs/view/4459634229/,linkedin_guest_api,2026-08-27,2026-08-27,,open,,,,,,,,,,,,posted_rel=14 hours ago; sweep=linkedin_sweep_2026-08-27.json,,,,scale_ai,li_4459634229,,,,L4,STRETCH,42.9,"fit=12.0 research=1.64(+evaluation,research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=6.24 strategy=5.0 referral=0.5 loc=3.0 urgency=3.0",low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,,,,,,,
emonics_llc_llm_application_engineer_4457165808,Emonics LLC,LLM Application Engineer,"Phoenix, AZ",https://www.linkedin.com/jobs/view/4457165808/,https://www.linkedin.com/jobs/view/4457165808/,linkedin,2026-08-25,2026-08-24,,open,,,,,,,,,,,,"linkedin guest-api sweep 2026-08-25 past-week US | audit 2026-08-26: borderline - Strong skill overlap: RAG pipelines, agentic systems/tool-use, LLM evaluation/fine-tuning, and production LLM integration map directly onto candidate's agentic-AI and eval-harness background; Requirements do not exceed candidate (Bachelor's + Python only), but LinkedIn labels the role 'Entry level', conflicting with candidate's ~4.5 yrs experience and avoidance of junior/new-grad pipelines",,,,emonics_llc,4457165808,,,,L4,STRETCH,41.9,"fit=10.0 research=2.18(+agentic,evaluation,fine-tuning,rag) tech=0.9 agentic=1.56(+agentic) pt=0.0(+) attainability=12.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=5.0 referral=0.5 loc=1.5 urgency=3.0",low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,borderline,,2026-08-26,,,,
openai_applied_ai_engineer_cyber_b46ffd99,OpenAI,"Applied AI Engineer, Cyber",,https://jobs.ashbyhq.com/openai/b46ffd99-f9f2-440c-ac13-448eb7911ad6,https://jobs.ashbyhq.com/openai/b46ffd99-f9f2-440c-ac13-448eb7911ad6,ashby,2026-08-25,62213f5770e1480b,,open,,,,,,,,,,,2026-08-25,"career-ops scan import 2026-08-25; simhash=San Francisco · New York City · New York · United States | audit 2026-08-26: borderline - JD states 5+ years of customer-facing technical experience, slightly above candidate's ~4.5 years, though phrased flexibly with 'or equivalent'; Strong domain overlap: candidate's security-domain AIOps background (Fortinet), agentic AI systems, and evaluation harnesses map directly to the role's agents/evals/guardrails/retrieval requirements",,,,openai,b46ffd99,,,,L4,STRETCH,41.6,"fit=10.0 research=2.18(+agentic,agents,evaluation,retrieval) tech=0.0 agentic=1.56(+agentic) pt=0.0(+) attainability=10.5[] advantage=2.0['security_domain_relevance', 'fortinet_adjacency'] company=7.36 strategy=5.0 referral=0.5 loc=1.5 urgency=1.0",low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,borderline,,2026-08-26,,,,3
,Reflection,Forward Deployed Engineer - LLM Post-training,"New York, NY",https://www.linkedin.com/jobs/view/4404241852/,https://www.linkedin.com/jobs/view/4404241852/,linkedin_guest_api,2026-08-27,2026-08-27,,open,,,,,,,,,,,,posted_rel=3 hours ago; sweep=linkedin_sweep_2026-08-27.json,,,,reflection,li_4404241852,,,,L4,STRETCH,41.2,fit=12.0 research=0.55(+post-training) tech=0.0 agentic=0.0(+) pt=1.85(+post-training) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=3.0,low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,,,,,,,
bosch_usa_ai_research_scientist_multimodal_foundational_models_4456985156,Bosch USA,AI Research Scientist- Multimodal Foundational Models,"Sunnyvale, CA (On-site)",https://www.linkedin.com/jobs/view/4456985156/,https://www.linkedin.com/jobs/view/4456985156/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin logged-in cron sweep 2026-08-26 past-week US assoc/mid-senior; 3 connections work here; Viewed,,,,bosch_usa,4456985156,,,,L4,STRETCH,41.1,"fit=14.0 research=1.36(+multimodal,research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=2.4['security_domain_relevance', 'existing_connection_or_referral'] company=4.8 strategy=4.0 referral=0.5 loc=1.5 urgency=1.0",low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,,,,,,,
,Nebius,"Senior Machine Learning Engineer, LLM Inference Optimization","Palo Alto, CA",https://www.linkedin.com/jobs/view/4444263541/,https://www.linkedin.com/jobs/view/4444263541/,linkedin,2026-08-26,Posted 4 days ago,,open,,,,,,,,,,,,"linkedin_sweep:li_ml_engineering_us_remote; flags=senior_soft,thin_jd",,,,nebius,4444263541,,,,L4,STRETCH,40.7,fit=14.0 research=0.55(+inference optimization) tech=1.35 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=4.0 referral=0.5 loc=3.0 urgency=1.0,low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,useful,,2026-08-26,,,,
ttn_talent_research_engineer_ai_safety_evaluations_4458760953,TTN Talent,"Research Engineer, AI Safety & Evaluations",San Francisco Bay Area (On-site),https://www.linkedin.com/jobs/view/4458760953/,https://www.linkedin.com/jobs/view/4458760953/,linkedin,2026-08-26,,,open,,,,,,,,,,,,linkedin logged-in cron sweep 2026-08-26 past-week US assoc/mid-senior; $200K/yr - $400K/yr,,,,ttn_talent,4458760953,,,,L4,STRETCH,40.6,"fit=12.0 research=1.64(+evaluation,research) tech=0.0 agentic=0.0(+) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=1.2['security_domain_relevance'] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",low,date_posted unknown; visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,,,,,,,
,BrightAI,"Senior AI Engineer – LLM, RAG","Palo Alto, CA (Hybrid)",https://www.linkedin.com/jobs/view/4281883251/,https://www.linkedin.com/jobs/view/4281883251/,linkedin,2026-08-27,Posted 1 day ago,,open,,,,,,,,,,,,"linkedin_sweep:li_agentic_ai_us_remote; flags=senior_soft,thin_jd",,,,brightai,4281883251,,,,L4,STRETCH,40.5,"fit=12.0 research=1.09(+agentic,rag) tech=0.0 agentic=1.56(+agentic) pt=0.0(+) attainability=11.5['no_years_bar'] advantage=0.0[] company=4.8 strategy=5.0 referral=0.5 loc=3.0 urgency=1.0",low,visa sponsorship unverified; description_file pointer empty,,2026-08-28,,,,,,,,,,,,,,,
